file,marker1,marker2,marker3,marker4,duration,amplitude,speed,Tbegin,A Tbegin,S Tbegin,Tpeak,A Tpeak,S Tpeak,Tend,A Tend,S Tend
E:\Development\ASA\VICON - CSV\angelina\angelina-kne-01.csv,RTRO,RKNE,RTRO,RSHO,5,2,1,218,142.233,1.32871,220,140.872,1.36171,223,139.511,1.36039
